date,category,item1,item2,item3,item4,difficulty,url1,url2,url3,url4,author
Mar24,Hippocampal pathologies,Mesial temporal sclerosis,Autoimmune limbic encephalitis,Transient global amnesia,PCA infarction,yellow,https://radiopaedia.org/articles/mesial-temporal-sclerosis?lang=us,https://radiopaedia.org/articles/autoimmune-encephalitis?lang=us,https://radiopaedia.org/articles/transient-global-amnesia?lang=us,https://radiopaedia.org/cases/acute-hippocampal-infarction?lang=us,
Mar25,Neurosyphilis syndromes,Tabes dorsalis,Meningovasculitis,General paresis,Ocular deficits,purple,https://www.ncbi.nlm.nih.gov/sites/books/NBK557891/,https://www.ncbi.nlm.nih.gov/books/NBK540979/,https://www.ncbi.nlm.nih.gov/books/NBK534780/,https://www.cdc.gov/syphilis/hcp/neurosyphilis-ocular-syphilis-otosyphilis/index.html,
Mar25,Autonomic disorders,Postural orthostatic tachycardia syndrome,Neurogenic orthostatic hypotension,Pure autonomic failure,Autonomic dysreflexia,purple,https://www.ncbi.nlm.nih.gov/books/NBK541074/,https://www.ncbi.nlm.nih.gov/books/NBK448192/,https://rarediseases.info.nih.gov/diseases/10428/pure-autonomic-failure,https://www.ncbi.nlm.nih.gov/books/NBK482434/,
Mar25,Monoclonal gammopathy-related neuropathies,AL amyloidosis ,Anti-MAG ,POEMS syndrome,Multiple myeloma ,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC3531896/,https://www.sciencedirect.com/science/article/pii/S0165572821002526,https://rarediseases.org/rare-diseases/poems-syndrome/,https://pmc.ncbi.nlm.nih.gov/articles/PMC2817035/,
Mar25,Hippocampal formation parts,CA1 field,CA3 field,Dentate gyrus,Subiculum,blue,https://radiopaedia.org/articles/transient-global-amnesia,https://radiopaedia.org/articles/hippocampus,https://radiopaedia.org/articles/dentate-gyrus,https://radiopaedia.org/articles/subiculum,
Mar26,Cranial sutures,Coronal ,Sagittal ,Lambdoid ,Squamosal ,blue,https://radiopaedia.org/articles/coronal-suture,https://radiopaedia.org/articles/sagittal-suture,https://radiopaedia.org/articles/lambdoid-suture,https://radiopaedia.org/articles/squamosal-suture,
Mar26,Neurotoxicity of recreational drugs,Cocaine-associated stroke,Nitrous oxide myeloneuropathy,Heroin leukoencephalopathy,MDMA hyponatremic encephalopathy,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC7657306/,https://www.ncbi.nlm.nih.gov/books/NBK532922/,https://radiopaedia.org/articles/heroin-induced-leukoencephalopathy?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK538482/,
Mar26,TIA emergency evaluation steps,EKG,CT scan,Head and neck angiography,Aspirin,purple,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,
Mar26,Neurologic complications of systemic autoimmune disease,Neuropsychiatric SLE,Transverse myelitis,Primary CNS vasculitis,Antiphospholipid syndrome stroke,purple,https://pmc.ncbi.nlm.nih.gov/articles/PMC11227614/,https://radiopaedia.org/articles/transverse-myelitis?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK482476/,https://www.ncbi.nlm.nih.gov/books/NBK430980/,
Mar27,Encephalopathies,Wernicke ,hepatic,uremic,hypoglycemic,green,https://www.ncbi.nlm.nih.gov/books/NBK470344/,https://www.ncbi.nlm.nih.gov/books/NBK430869/,https://www.ncbi.nlm.nih.gov/books/NBK564327/,https://radiopaedia.org/articles/hypoglycaemic-encephalopathy?lang=us,
Mar27,Anterior cranial fossa landmarks,Cribriform plate,Crista galli,Planum sphenoidale,Frontal crest,blue,https://radiopaedia.org/articles/cribriform-plate?lang=us,https://radiopaedia.org/articles/crista-galli?lang=us,https://radiopaedia.org/articles/planum-sphenoidale?lang=us,https://radiopaedia.org/articles/anterior-cranial-fossa?lang=us,
Mar27,Complications of lumbar puncture,Post-dural puncture headache,Intracranial hypotension,Cerebral venous sinus thrombosis,Brain herniation,yellow,https://www.ncbi.nlm.nih.gov/books/NBK430925/,https://www.neurology.org/doi/10.1212/CPJ.0000000000200290,https://www.ncbi.nlm.nih.gov/books/NBK459315/,https://pubmed.ncbi.nlm.nih.gov/17712055/,
Mar27,Thoracolumbar spine trauma patterns,Chance fracture,Burst fracture,Vertebral compression fracture,Thoracic fracture-dislocation,green,https://radiopaedia.org/articles/chance-fracture,https://radiopaedia.org/articles/burst-fracture,https://radiopaedia.org/articles/spinal-compression-fracture,https://radiopaedia.org/articles/thoracic-spine-fracture-dislocation,
Mar28,Cerebral small vessel disorders,CADASIL,CARASIL,Susac syndrome,Cerebral amyloid angiopathy,green,https://radiopaedia.org/articles/cerebral-autosomal-dominant-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy-cadasil-1,https://radiopaedia.org/articles/cerebral-autosomal-recessive-arteriopathy-with-subcortical-infarcts-and-leukoencephalopathy-carasil,https://radiopaedia.org/articles/susac-syndrome,https://radiopaedia.org/articles/cerebral-amyloid-angiopathy-1,
Mar28,TIA emergency evaluation steps,EKG,CT scan,Head and neck angiography,Aspirin,purple,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,https://www.ncbi.nlm.nih.gov/books/NBK459143/,
Mar28,Temporal bone anatomy,Tegmen tympani,Mastoid antrum,Fallopian canal,Internal auditory meatus,green,https://radiopaedia.org/articles/tegmen-tympani?lang=us,https://radiopaedia.org/articles/mastoid-antrum?lang=us,https://radiopaedia.org/articles/fallopian-canal?lang=us,https://radiopaedia.org/articles/internal-acoustic-canal?lang=us,
Mar28,Inherited neuropathies,Charcot-Marie-Tooth disease type 1A,Hereditary neuropathy with liability to pressure palsies,Familial amyloid polyneuropathy,Giant axonal neuropathy,purple,https://www.ncbi.nlm.nih.gov/books/NBK1358/,https://www.ncbi.nlm.nih.gov/books/NBK1392/,https://pubmed.ncbi.nlm.nih.gov/22094129/,https://www.ncbi.nlm.nih.gov/books/NBK1136/,
Mar29,Cerebrospinal fluid findings,Oligoclonal bands,Xanthochromia,Low CSF glucose,Elevated opening pressure,green,https://pubmed.ncbi.nlm.nih.gov/35277112/,https://www.ncbi.nlm.nih.gov/books/NBK526048/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4065645/,https://www.ncbi.nlm.nih.gov/books/NBK557553/,
Mar29,Drug-induced tremor syndromes,Valproate ,Lithium ,Beta-agonist ,Amiodarone ,purple,https://www.ncbi.nlm.nih.gov/books/NBK559112/,https://www.ncbi.nlm.nih.gov/books/NBK519062/,https://www.ncbi.nlm.nih.gov/books/NBK542249/,https://www.ncbi.nlm.nih.gov/books/NBK548109/,
Mar29,Bell palsy initial management,Prednisone,Eye lubricating,Nocturnal taping,Valacyclovir,purple,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,
Mar29,Intrinsic brainstem tumors,Diffuse midline ,Tectal ,Focal brainstem ,Exophytic brainstem ,yellow,https://radiopaedia.org/articles/diffuse-midline-glioma-h3-k27-altered?lang=us,https://radiopaedia.org/articles/tectal-glioma?lang=us,https://radiopaedia.org/articles/focal-brainstem-glioma?lang=us,https://radiopaedia.org/cases/exophytic-brainstem-glioma,
Mar30,Cavernous sinus pathologies,Cavernous sinus thrombosis,Carotid-cavernous fistula,Tolosa-Hunt syndrome,Cavernous sinus meningioma,yellow,https://radiopaedia.org/articles/cavernous-sinus-thrombosis?lang=us,https://radiopaedia.org/articles/caroticocavernous-fistula-1?lang=us,https://radiopaedia.org/articles/tolosa-hunt-syndrome-3?lang=us,https://radiopaedia.org/cases/cavernous-sinus-meningioma-12,
Mar30,Functional neurologic disorder presentations,Tremor,Weakness,Seizure disorder,Gait disorder,yellow,https://www.sciencedirect.com/science/article/pii/S0022510X22000703,https://www.ncbi.nlm.nih.gov/books/NBK551567/,https://www.ncbi.nlm.nih.gov/books/NBK441871/,https://pmc.ncbi.nlm.nih.gov/articles/PMC4751755/,
Mar30,Dorsal brainstem landmarks,Superior colliculus,Inferior colliculus,Facial colliculus,Obex,blue,https://radiopaedia.org/articles/superior-colliculus,https://radiopaedia.org/articles/inferior-colliculus,https://radiopaedia.org/articles/facial-colliculus,https://radiopaedia.org/articles/obex,
Mar30,Paranasal sinus malignancies,Sinonasal squamous cell carcinoma,Esthesioneuroblastoma,Sinonasal adenocarcinoma,Sinonasal melanoma,purple,https://radiopaedia.org/articles/sinonasal-squamous-cell-carcinoma?lang=us,https://radiopaedia.org/articles/olfactory-neuroblastoma?lang=us,https://radiopaedia.org/articles/sinonasal-adenocarcinoma?lang=us,https://radiopaedia.org/articles/sinonasal-mucosal-melanoma?lang=us,
Mar31,Neuro-Behcet disease manifestations,Brainstem meningoencephalitis,Cerebral venous thrombosis in Behcet,Recurrent oral ulcers ,Non-parenchymal neuro-Behcet,yellow,https://www.ncbi.nlm.nih.gov/books/NBK470257/,https://www.ncbi.nlm.nih.gov/books/NBK470257/,https://www.ncbi.nlm.nih.gov/books/NBK470257/,https://www.ncbi.nlm.nih.gov/books/NBK470257/,
Mar31,Cerebral commissures,Corpus callosum,Anterior ,Habenular ,Hippocampal ,green,https://radiopaedia.org/articles/corpus-callosum?lang=us,https://radiopaedia.org/articles/anterior-commissure?lang=us,https://radiopaedia.org/articles/habenular-commissure?lang=us,https://radiopaedia.org/articles/hippocampal-commissure?lang=us,
Mar31,Toxic-metabolic encephalopathies,Carbon monoxide ,Methanol ,Ethylene glycol ,Manganese ,purple,https://www.ncbi.nlm.nih.gov/books/NBK430740/,https://www.ncbi.nlm.nih.gov/books/NBK482121/,https://www.ncbi.nlm.nih.gov/books/NBK537009/,https://www.ncbi.nlm.nih.gov/books/NBK560903/,
Mar31,Posterior circulation stroke syndromes,PICA,AICA,SCA,Wallenberg,green,https://radiopaedia.org/articles/posterior-inferior-cerebellar-artery-pica-infarct?lang=us,https://radiopaedia.org/articles/anterior-inferior-cerebellar-artery-aica-infarct-1?lang=us,https://radiopaedia.org/articles/superior-cerebellar-artery-infarct?lang=us,https://radiopaedia.org/articles/lateral-medullary-syndrome?lang=us,
Apr01,Basal ganglia nuclei,Caudate nucleus,Putamen,Globus pallidus ,Subthalamic nucleus,green,https://radiopaedia.org/articles/caudate-nucleus?lang=us,https://radiopaedia.org/articles/putamen?lang=us,https://radiopaedia.org/articles/globus-pallidus?lang=us,https://radiopaedia.org/articles/subthalamic-nucleus?lang=us,
Apr01,Guillain-Barre variants,Miller-Fisher syndrome,Acute motor axonal neuropathy,Acute motor-sensory axonal neuropathy,Pharyngeal-cervical-brachial ,yellow,https://www.ncbi.nlm.nih.gov/books/NBK507717/,https://pubmed.ncbi.nlm.nih.gov/8871584/,https://pubmed.ncbi.nlm.nih.gov/16138251/,https://jnnp.bmj.com/content/85/3/339,
Apr01,Upper limb entrapment neuropathies,Pronator ,Anterior interosseous nerve ,Radial tunnel ,Ulnar tunnel ,blue,https://radiopaedia.org/articles/pronator-syndrome,https://radiopaedia.org/articles/anterior-interosseous-nerve-syndrome,https://radiopaedia.org/articles/radial-tunnel-syndrome,https://radiopaedia.org/articles/ulnar-tunnel-syndrome,
Apr01,Myasthenia gravis chronic therapies,Pyridostigmine,Corticosteroids,Azathioprine,Thymectomy,yellow,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK559331/,https://www.ncbi.nlm.nih.gov/books/NBK559331/,
Apr02,Porphyric neurologic attacks,Acute intermittent neuropathy,Variegate neuropathy,Hereditary coproporphyria neuropathy,ALA dehydratase neuropathy,green,https://www.ncbi.nlm.nih.gov/books/NBK547665/,https://www.ncbi.nlm.nih.gov/books/NBK121283/,https://www.ncbi.nlm.nih.gov/books/NBK114807/,https://www.ncbi.nlm.nih.gov/books/NBK560836/,
Apr02,Acute stroke imaging,non-contrast CT,CT angiography,CT perfusion,MRI DWI,yellow,https://radiopaedia.org/articles/ct-head-protocol?lang=us,https://radiopaedia.org/articles/ct-angiography-of-the-cerebral-arteries-protocol?lang=us,https://radiopaedia.org/articles/ct-perfusion-in-ischaemic-stroke?lang=us,https://radiopaedia.org/articles/diffusion-weighted-imaging-in-acute-ischaemic-stroke?lang=us,
Apr02,Central causes of vertigo,Vestibular migraine,Brainstem stroke ,Cerebellar stroke ,Multiple sclerosis ,purple,https://www.ncbi.nlm.nih.gov/books/NBK507859/,https://www.ncbi.nlm.nih.gov/books/NBK556084/,https://radiopaedia.org/articles/cerebellar-infarction,https://www.ncbi.nlm.nih.gov/books/NBK499849/,
Apr02,Brainstem crossing tracts,Medial longitudinal fasciculus,Pyramidal decussation,Decussation of superior cerebellar peduncles,Medial lemniscus,blue,https://radiopaedia.org/articles/medial-longitudinal-fasciculus-1?lang=us,https://radiopaedia.org/articles/medulla-oblongata?lang=us,https://radiopaedia.org/articles/superior-cerebellar-peduncle-1?lang=us,https://radiopaedia.org/articles/medial-lemniscus?lang=us,
Apr03,Pediatric brain tumors,Medulloblastoma,Pilocytic astrocytoma,Ependymoma,Adamantinomatous craniopharyngioma,purple,https://radiopaedia.org/articles/medulloblastoma?lang=us,https://radiopaedia.org/articles/pilocytic-astrocytoma?lang=us,https://radiopaedia.org/articles/ependymoma?lang=us,https://radiopaedia.org/articles/adamantinomatous-craniopharyngioma?lang=us,
Apr03,Spinal cord tracts,Lateral corticospinal ,Spinothalamic ,Posterior columns,Dorsal spinocerebellar ,blue,https://radiopaedia.org/articles/corticospinal-tract?lang=us,https://radiopaedia.org/articles/spinothalamic-tracts?lang=us,https://radiopaedia.org/articles/dorsal-columns?lang=us,https://radiopaedia.org/articles/spinocerebellar-tract?lang=us,
Apr03,Peripheral nerve lesions,peroneal neuropathy,radial neuropathy,carpal tunnel syndrome,cubital tunnel syndrome,blue,https://www.ncbi.nlm.nih.gov/books/NBK549859/,https://www.ncbi.nlm.nih.gov/books/NBK431097/,https://www.ncbi.nlm.nih.gov/books/NBK448179/,https://www.ncbi.nlm.nih.gov/books/NBK538259/,
Apr03,ICU delirium management,Circadian reinforcement,Melatonin,Dexmedetomidine,Haloperidol,green,https://www.ncbi.nlm.nih.gov/books/NBK559280/,https://www.ncbi.nlm.nih.gov/books/NBK559280/,https://www.ncbi.nlm.nih.gov/books/NBK559280/,https://www.ncbi.nlm.nih.gov/books/NBK559280/,
Apr04,Neurologic complications of infective endocarditis,Embolic ischemic stroke,Mycotic aneurysm,Brain abscess,Meningitis,purple,https://www.ncbi.nlm.nih.gov/books/NBK542204/,https://radiopaedia.org/articles/intracranial-mycotic-aneurysm?lang=us,https://radiopaedia.org/articles/cerebral-abscess-1?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK470351/,
Apr04,Neurologic adverse effects of antibiotics,Metronidazole neurotoxicity,Cefepime encephalopathy,Isoniazid neuropathy,Linezolid neuropathy,green,https://radiopaedia.org/articles/metronidazole-central-nervous-system-toxicity-1?lang=us,https://www.ncbi.nlm.nih.gov/books/NBK542232/,https://www.ncbi.nlm.nih.gov/books/NBK531488/,https://www.ncbi.nlm.nih.gov/books/NBK539793/,
Apr04,Skull hyperostotic conditions,Hyperostosis frontalis interna,Paget disease of the skull,Osteopetrosis ,Craniofacial fibrous dysplasia,yellow,https://radiopaedia.org/articles/hyperostosis-frontalis-interna?lang=us,https://radiopaedia.org/articles/paget-disease-bone?lang=us,https://radiopaedia.org/articles/osteopetrosis?lang=us,https://radiopaedia.org/articles/craniofacial-fibrous-dysplasia?lang=us,
Apr04,Optic pathway disorders,Optic neuritis,Optic glioma,Optic nerve sheath meningioma,Leber hereditary optic neuropathy,purple,https://radiopaedia.org/articles/optic-neuritis?lang=us,https://radiopaedia.org/articles/optic-pathway-glioma?lang=us,https://radiopaedia.org/articles/optic-nerve-sheath-meningioma?lang=us,https://radiopaedia.org/articles/leber-hereditary-optic-neuropathy-1?lang=us,
Apr05,Mandible landmarks,Ramus ,Body ,Angle ,Coronoid process,green,https://radiopaedia.org/articles/mandible?lang=us,https://radiopaedia.org/articles/mandible?lang=us,https://radiopaedia.org/articles/mandible?lang=us,https://radiopaedia.org/articles/mandible?lang=us,
Apr05,Cochlear scalae,Scala vestibuli,Cochlear duct,Scala tympani,Helicotrema,yellow,https://radiopaedia.org/articles/scala-vestibuli?lang=us,https://radiopaedia.org/articles/cochlear-duct?lang=us,https://radiopaedia.org/articles/scala-tympani?lang=us,https://radiopaedia.org/articles/helicotrema?lang=us,
Apr05,Drug-induced tremor syndromes,Valproate ,Lithium ,Beta-agonist ,Amiodarone ,purple,https://www.ncbi.nlm.nih.gov/books/NBK559112/,https://www.ncbi.nlm.nih.gov/books/NBK519062/,https://www.ncbi.nlm.nih.gov/books/NBK542249/,https://www.ncbi.nlm.nih.gov/books/NBK548109/,
Apr05,Status epilepticus management complications,Propofol infusion syndrome,Refractory status epilepticus,Rhabdomyolysis,Lactic acidemia,yellow,https://pmc.ncbi.nlm.nih.gov/articles/PMC9671386/,https://www.e-jnc.org/upload/pdf/jnc-230037.pdf,https://pmc.ncbi.nlm.nih.gov/articles/PMC6039628/,https://pubmed.ncbi.nlm.nih.gov/40051160/,
Apr06,Bell palsy initial management,Prednisone,Eye lubricating,Nocturnal taping,Valacyclovir,purple,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,https://www.ncbi.nlm.nih.gov/books/NBK482290/,
Apr06,Intracranial cystic lesions,Arachnoid cyst,Colloid cyst (third ventricle),Porencephaly,Pineal cyst,yellow,https://radiopaedia.org/articles/arachnoid-cyst,https://radiopaedia.org/articles/colloid-cyst-of-the-third-ventricle,https://radiopaedia.org/articles/porencephaly,https://radiopaedia.org/articles/pineal-cyst,
Apr06,Meningeal spaces and cisterns,Epidural space,Subdural space,Subarachnoid space,Basal cisterns,blue,https://radiopaedia.org/articles/extradural-space?lang=us,https://radiopaedia.org/articles/subdural-space?lang=us,https://radiopaedia.org/articles/subarachnoid-space?lang=us,https://radiopaedia.org/articles/subarachnoid-cisterns?lang=us,
Apr06,Olfactory pathway anatomy,Nerve,Bulb,Tract,Piriform cortex,green,https://radiopaedia.org/articles/olfactory-nerve?lang=us,https://radiopaedia.org/articles/olfactory-system?lang=us,https://radiopaedia.org/articles/olfactory-system?lang=us,https://www.frontiersin.org/journals/neurology/articles/10.3389/fneur.2014.00259/full,
Apr07,Autoimmune encephalitis subtypes,NMDAR antibody ,LGI1 ,CASPR2 ,GABA-A receptor antibody ,yellow,https://radiopaedia.org/articles/n-methyl-d-aspartic-acid-receptor-nmdar-antibody-encephalitis,https://www.neurology.org/doi/10.1212/WNL.0000000000003173,https://aealliance.org/ae-types/caspr2-antibody-encephalitis/,https://radiopaedia.org/articles/gabaa-receptor-antibody-encephalitis,
